施設ID,施設名,郵便番号,住所,方書,電話番号,FAX番号,緯度,経度,行政区コード,カテゴリリスト
895,友が丘中学校,654-0142,須磨区友が丘7-283-1,,078‐792‐5567,078-792-5568,34.673119,135.099347,須磨区,中学校
896,東落合中学校,654-0152,須磨区東落合2-15-1,,078‐792‐5558,078-792-5559,34.682402,135.099453,須磨区,中学校
897,須磨北中学校,654-0102,須磨区東白川台5-1-1,,078‐741‐6465,078‐741‐6466,34.691988,135.109919,須磨区,中学校
898,白川台中学校,654-0103,須磨区白川台1-25-2,,078‐792‐5711,078-792-7757,34.69284,135.096454,須磨区,中学校
899,西落合中学校,654-0155,須磨区西落合4-1-1,,078‐791‐8444,078-791-8611,34.685143,135.082463,須磨区,中学校
900,竜が台中学校,654-0141,須磨区竜が台4-1,,078‐791‐0762,078‐791‐1457,34.675629,135.088491,須磨区,中学校
901,桃山台中学校,655-0854,垂水区桃山台4-8,,078‐752‐1201,078‐752‐1202,34.657935,135.079685,垂水区,中学校
902,塩屋中学校,655-0872,垂水区塩屋町字大谷,,078‐753‐2271,078-753-7373,34.644063,135.077258,垂水区,中学校
903,垂水東中学校,655-0873,垂水区青山台3-4-1,,078‐751‐6139,078-751-1836,34.640812,135.072293,垂水区,中学校
904,福田中学校,655-0852,垂水区名谷町字猿倉254,,078-708-1670,078-708-1671,34.651779,135.060596,垂水区,中学校
905,垂水中学校,655-0017,垂水区上高丸1-4-1,,078‐707‐6363,078-709-5071,34.640812,135.05173,垂水区,中学校
906,歌敷山中学校,655-0037,垂水区歌敷山2-4-1,,078‐707‐8864,078-707-8865,34.636551,135.041028,垂水区,中学校
907,星陵台中学校,655-0038,垂水区星陵台4-3-3,,078‐709‐8810,078-709-8818,34.646852,135.048372,垂水区,中学校
908,多聞東中学校,655-0004,垂水区学が丘3-1-1,,078‐783‐5888,078‐783-6201,34.654671,135.054227,垂水区,中学校
909,本多聞中学校,655-0006,垂水区本多聞2-16-1,,078‐784‐6310,078-784-6340,34.656598,135.046086,垂水区,中学校
910,舞子中学校,655-0049,垂水区狩口台3-1-1,,078‐781‐0001,078-781-0009,34.649668,135.029609,垂水区,中学校
911,神陵台中学校,655-0041,垂水区神陵台3-1-2,,078‐781‐0700,078-781-0776,34.660237,135.033067,垂水区,中学校
912,太山寺中学校,651-2102,西区学園東町2-2,,078‐791‐7090,078-791-7091,34.684752,135.060577,西区,中学校
913,長坂中学校,651-2104,西区伊川谷町長坂字辻ノ内841-1,,078‐974‐3830,078-974-3889,34.670728,135.03739,西区,中学校
914,井吹台中学校,651-2243,西区井吹台西町2-3,,078‐997‐0850,078-997-0851,34.696924,135.030274,西区,中学校
915,伊川谷中学校,651-2105,西区伊川谷町上脇字鬼神山1005-2,,078‐974‐0005,078-974-2630,34.67797,135.019271,西区,中学校
916,櫨谷中学校,651-2273,西区糀台1-2,,078‐991‐0026,078-991-2512,34.718027,135.028967,西区,中学校
917,桜が丘中学校,651-2225,西区桜が丘東町2-11-1,,078‐994‐8822,078‐994‐8823,34.748473,135.061022,西区,中学校
918,押部谷中学校,651-2212,西区押部谷町押部字吉谷722,,078-994-0013,078-994-0031,34.75741,135.044332,西区,中学校
919,玉津中学校,651-2128,西区玉津町今津字万願寺364,,078‐918‐2266,078‐918‐2267,34.678309,134.992283,西区,中学校
920,王塚台中学校,651-2135,西区王塚台4-58,,078‐928‐1277,078‐928‐1278,34.674104,134.973544,西区,中学校
921,平野中学校,651-2276,西区春日台2-20,,078‐961‐0058,078-961-2652,34.709722,134.998141,西区,中学校
922,西神中学校,651-2274,西区竹の台5-21,,078‐992‐2700,078‐992‐2701,34.714211,135.009655,西区,中学校
923,神出中学校,651-2311,西区神出町東1167,,078‐965‐0025,078-965-2245,34.754815,134.996446,西区,中学校
924,岩岡中学校,651-2404,西区岩岡町古郷249-1,,078‐967‐0016,078-967-0026,34.716274,134.943274,西区,中学校
